cordinates,name
"24.864064,36.05292 24.862564,36.05292",N Ermou St 4400 4498
"24.862964,36.08542 24.862964,36.08622",N Thessalias St 4600 4698
"24.863064,36.08442 24.862964,36.08542",N Thessalias St 4550 4598
"24.863764,36.08542 24.862964,36.08542",N Delfon St 4400 4498
"24.864164,36.08442 24.863064,36.08442",N Darluniau St 4400 4498
"24.862964,36.08412 24.863064,36.08442",N Thessalias St 4500 4548
"24.864164,36.08442 24.864164,36.08502 24.863764,36.08542",N Spetson St 4500 4598
"24.864264,36.08352 24.864164,36.08442",N Spetson St 4400 4498
"24.862964,36.08352 24.862964,36.08412",N Thessalias St 4318 4498
"24.862964,36.08292 24.862964,36.08352",N Thessalias St 4300 4316
"24.864264,36.08352 24.862964,36.08352",N Dafnidos St 4400 4498
"24.864264,36.08292 24.862964,36.08292",N Carretera St 4400 4498
"24.862864,36.08172 24.862964,36.08292",N Thessalias St 4200 4298
"24.864264,36.08292 24.864264,36.08352",N Spetson St 4300 4398
"24.864264,36.08272 24.864264,36.08292",N Spetson St 4222 4298
"24.864164,36.08172 24.862864,36.08172",N Carnero St 4400 4498
"24.862964,36.08052 24.862864,36.08172",N Thessalias St 4100 4198
"24.864164,36.08172 24.864264,36.08272",N Spetson St 4200 4220
"24.865564,36.08272 24.864264,36.08272",N Carretera St 4300 4398
"24.865664,36.08162 24.864164,36.08172",N Carnero St 4300 4398
"24.864264,36.08052 24.864164,36.08172",N Spetson St 4100 4198
"24.865664,36.08162 24.865564,36.08272",N Nia Ave 4200 4298
"24.86558,36.080695 24.865664,36.08162",N Nia Ave 4102 4198
"24.865564,36.08052 24.86558,36.080695",N Nia Ave
"24.864264,36.08052 24.862964,36.08052",N Carden St 4400 4498
"24.862964,36.07932 24.862964,36.08052",N Thessalias St 3900 4098
"24.864164,36.07932 24.864264,36.08052",N Spetson St 3900 4098
"24.864164,36.07932 24.862964,36.07932",N Brada St 4400 4498
"24.863664,36.07802 24.862964,36.07802",N Blant St 4400 4498
"24.862864,36.07662 24.862964,36.07802",N Thessalias St 3700 3798
"24.864164,36.07872 24.864164,36.07932",N Spetson St 3820 3898
"24.864764,36.07932 24.864164,36.07932",N Brada St 4300 4398
"24.864064,36.07702 24.863664,36.07802",N Spetson St 3718 3798
"24.863664,36.07802 24.864164,36.07872",N Spetson St 3800 3818
"24.864164,36.07872 24.864764,36.07932",N Nia Ave 3850 3898
"24.867164,36.08122 24.866064,36.08232 24.865564,36.08272",N Far St 4200 4298
"24.865564,36.08052 24.865761,36.080636",Minnel Way 4100 4148
"24.872164,36.08022 24.87083,36.081269",N Valmai St 3824 3914
"24.87083,36.081269 24.871089,36.081399",Vissaraki St
"24.871089,36.081399 24.871486,36.081658",Vissaraki St
"24.882564,36.07542 24.871486,36.081658",Rist Way 3200 4098
"24.871164,36.07952 24.872164,36.08022",N Imvrou St 4000 4098
"24.872864,36.07972 24.872164,36.08022",N Valmai St 3778 3822
"24.865761,36.080636 24.867164,36.08122",Minnel Way 4150 4198
"24.872264,36.07932 24.872864,36.07972",N Tsimiski St 3900 3998
"24.874264,36.07882 24.872864,36.07972",N Valmai St 3692 3776
"24.873064,36.07712 24.873164,36.07802",N Estos St 3800 3898
"24.85938,36.04932 24.856464,36.04932",S Eleftherias St 4800 4998
"24.874764,36.07712 24.874764,36.07772",N Utmana St 3800 3806
"24.875664,36.07802 24.875064,36.07832",N Valmai St 3600 3642
"24.875364,36.07772 24.875664,36.07802",N Taxiarchon Ave 3600 3724
"24.864064,36.07662 24.862864,36.07662",N Bilar St 4400 4498
"24.862864,36.07522 24.862864,36.07662",N Thessalias St 3600 3698
"24.864064,36.07662 24.864064,36.07702",N Spetson St 3700 3716
"24.864364,36.07672 24.864064,36.07702",
"24.864064,36.07522 24.864064,36.07662",N Spetson St 3600 3698
"24.864364,36.07672 24.864064,36.07662",N Bilar St 4314 4398
"24.865764,36.07612 24.864364,36.07672",N Bilar St 4300 4312
"24.864064,36.07522 24.862864,36.07522",N Berlau St 4400 4498
"24.862964,36.07432 24.862864,36.07522",N Thessalias St 3500 3598
"24.865764,36.07522 24.864064,36.07522",N Berlau St 4300 4398
"24.864164,36.07432 24.864064,36.07522",N Spetson St 3500 3598
"24.865764,36.07612 24.865864,36.07682",N Nia Ave 3700 3798
"24.865764,36.07522 24.865764,36.07612",N Nia Ave 3600 3698
"24.867664,36.07612 24.865764,36.07612",N Bilar St 4200 4298
"24.865664,36.07422 24.865764,36.07522",N Nia Ave 3500 3598
"24.868164,36.07522 24.865764,36.07522",N Berlau St 4100 4298
"24.862864,36.07332 24.862964,36.07432",N Thessalias St 3400 3498
"24.864164,36.07432 24.862964,36.07432",N Barwyn St 4400 4498
"24.864164,36.07332 24.862864,36.07332",N Barabla St 4400 4498
"24.862964,36.07242 24.862864,36.07332",N Thessalias St 3300 3398
"24.864164,36.07332 24.864164,36.07432",N Spetson St 3400 3498
"24.865664,36.07422 24.864164,36.07432",N Barwyn St 4300 4398
"24.864164,36.07242 24.864164,36.07332",N Spetson St 3300 3398
"24.865764,36.07332 24.864164,36.07332",N Barabla St 4300 4398
"24.864164,36.07242 24.862964,36.07242",N Bairn St 4400 4498
"24.862864,36.07152 24.862964,36.07242",N Thessalias St 3120 3298
"24.865664,36.07242 24.864164,36.07242",N Bairn St 4300 4398
"24.864264,36.07152 24.864164,36.07242",N Spetson St 3200 3298
"24.865764,36.07332 24.865664,36.07422",N Nia Ave 3400 3498
"24.866664,36.07422 24.865664,36.07422",N Barwyn St 4200 4298
"24.865664,36.07242 24.865764,36.07332",N Nia Ave 3300 3398
"24.866664,36.07332 24.865764,36.07332",N Barabla St 4200 4298
"24.866664,36.07242 24.865664,36.07242",N Bairn St 4200 4298
"24.865664,36.07142 24.865664,36.07242",N Nia Ave 3200 3298
"24.868364,36.07782 24.867664,36.07752",N Brada St 4100 4198
"24.869264,36.07722 24.868364,36.07782",N Oddisseos St 3850 3898
"24.867664,36.07692 24.865864,36.07682",N Blant St 4200 4398
"24.869164,36.07692 24.867664,36.07692",N Blant St 4100 4198
"24.867664,36.07612 24.867664,36.07692",N Tavla St 3700 3798
"24.869164,36.07612 24.869164,36.07692",N Oddisseos St 3700 3798
"24.868264,36.07612 24.867664,36.07612",N Bilar St 4100 4198
"24.868164,36.07522 24.868264,36.07612",N Oddisseos St 3600 3698
"24.869164,36.07612 24.868264,36.07612",N Bilar St 4010 4098
"24.868164,36.07432 24.868164,36.07522",N Oddisseos St 3500 3598
"24.869764,36.07522 24.868164,36.07522",N Berlau St 4000 4098
"24.869964,36.07612 24.869164,36.07612",N Bilar St 4000 4008
"24.866664,36.07332 24.866664,36.07422",N Tavla St 3400 3498
"24.866664,36.07242 24.866664,36.07332",N Tavla St 3300 3398
"24.868164,36.07332 24.866664,36.07332",N Barabla St 4100 4198
"24.868064,36.07232 24.866664,36.07242",N Bairn St 4100 4198
"24.866564,36.07142 24.866664,36.07242",N Tavla St 3200 3298
"24.868164,36.07432 24.866664,36.07422",N Barwyn St 4100 4198
"24.868164,36.07332 24.868164,36.07432",N Oddisseos St 3400 3498
"24.869764,36.07422 24.868164,36.07432",N Barwyn St 4000 4098
"24.868164,36.07292 24.868164,36.07332",N Oddisseos St 3300 3398
"24.869764,36.07332 24.868164,36.07332",N Barabla St 4000 4098
"24.868164,36.07152 24.868064,36.07232",N Oddisseos St 3200 3298
"24.862864,36.07052 24.862864,36.07152",N Thessalias St 3100 3118
"24.864264,36.07152 24.862864,36.07152",N Avionos St 4400 4498
"24.862864,36.07052 24.862464,36.07042",N Averof St 4450 4498
"24.864164,36.07052 24.862864,36.07052",N Averof St 4400 4448
"24.864164,36.07052 24.864264,36.07152",N Spetson St 3100 3198
"24.865664,36.07142 24.864264,36.07152",N Avionos St 4300 4398
"24.864164,36.06962 24.864164,36.07052",N Spetson St 3000 3098
"24.865564,36.07052 24.864164,36.07052",N Averof St 4300 4398
"24.864164,36.06862 24.864164,36.06962",N Spetson St 2900 2998
"24.865664,36.06962 24.864164,36.06962",N Aveny St 4300 4398
"24.865664,36.06862 24.864164,36.06862",N Asiant St 4300 4398
"24.864164,36.06772 24.864164,36.06862",N Spetson St 2800 2898
"24.865564,36.07052 24.865664,36.07142",N Nia Ave 3100 3198
"24.866564,36.07142 24.865664,36.07142",N Avionos St 4200 4298
"24.865664,36.06962 24.865564,36.07052",N Nia Ave 3000 3098
"24.866564,36.07052 24.865564,36.07052",N Averof St 4200 4298
"24.865664,36.06862 24.865664,36.06962",N Nia Ave 2900 2998
"24.868564,36.06962 24.865664,36.06962",N Aveny St 4100 4298
"24.865664,36.06772 24.865664,36.06862",N Nia Ave 2800 2898
"24.868564,36.06862 24.865664,36.06862",N Asiant St 4100 4298
"24.864157,36.066716 24.864164,36.06772",N Spetson St 2700 2798
"24.865664,36.06772 24.864164,36.06772",N Artakis St 4300 4398
"24.864164,36.06572 24.864157,36.066716",N Spetson St 2600 2698
"24.865662,36.066716 24.864157,36.066716",N Arkadou St 4300 4398
"24.864164,36.06472 24.864164,36.06572",N Spetson St 2500 2598
"24.865662,36.066716 24.865664,36.06772",N Nia Ave 2700 2798
"24.867064,36.06772 24.865664,36.06772",N Artakis St 4200 4298
"24.865615,36.065752 24.865662,36.066716",N Nia Ave 2600 2698
"24.865615,36.065752 24.864164,36.06572",N Arkadiou St 4300 4398
"24.867131,36.065752 24.865615,36.065752",N Arkadiou St 4200 4298
"24.865664,36.06482 24.865615,36.065752",N Nia Ave 2500 2598
"24.866564,36.07052 24.866564,36.07142",N Tavla St 3100 3198
"24.868164,36.07052 24.866564,36.07052",N Averof St 4150 4198
"24.868164,36.07152 24.866564,36.07142",N Avionos St 4150 4198
"24.868164,36.07052 24.868164,36.07152",N Oddisseos St 3100 3198
"24.868564,36.07042 24.868164,36.07052",N Averof St 4100 4148
"24.868564,36.06962 24.868564,36.07042",N Oddisseos St 3000 3098
"24.869964,36.07022 24.868564,36.07042",N Averof St 3926 4098
"24.868564,36.06862 24.868564,36.06962",N Oddisseos St 2900 2998
"24.871386,36.069614 24.868564,36.06962",N Aveny St 3900 4098
"24.871364,36.06862 24.868564,36.06862",N Asiant St 3900 4098
"24.867064,36.06672 24.867064,36.06772",N Tavla St 2700 2798
"24.868564,36.06772 24.867064,36.06772",N Artakis St 4100 4198
"24.867064,36.06672 24.865662,36.066716",N Arkadou St 4200 4298
"24.867131,36.065752 24.867064,36.06672",N Tavla St 2600 2698
"24.868554,36.066712 24.867064,36.06672",N Arkadou St 4100 4198
"24.868564,36.06572 24.867131,36.065752",N Arkadiou St 4100 4198
"24.867164,36.06482 24.867131,36.065752",N Tavla St 2500 2598
"24.868554,36.066712 24.868564,36.06772",N Oddisseos St 2700 2798
"24.869857,36.067701 24.868564,36.06772",N Artakis St 4000 4098
"24.868564,36.06572 24.868554,36.066712",N Oddisseos St 2600 2698
"24.869869,36.066704 24.868554,36.066712",N Arkadou St 4000 4098
"24.869964,36.06572 24.868564,36.06572",N Arkadiou St 4000 4098
"24.868564,36.06482 24.868564,36.06572",N Oddisseos St 2500 2598
"24.869164,36.07692 24.869264,36.07722",N Oddisseos St 3800 3848
"24.870264,36.07712 24.869264,36.07722",N Blant St 4000 4098
"24.870264,36.07712 24.870264,36.07772",N Mikonou St 3800 3898
"24.870364,36.07612 24.870264,36.07712",N Mikonou St 3700 3798
"24.871464,36.07712 24.870264,36.07712",N Blant St 3900 3998
"24.869764,36.07522 24.869964,36.07612",N Mikonou St 3600 3698
"24.870364,36.07612 24.869964,36.07612",N Bilar St 3920 3998
"24.871364,36.07522 24.869764,36.07522",N Berlau St 3900 3998
"24.869764,36.07422 24.869764,36.07522",N Mikonou St 3500 3598
"24.871364,36.07612 24.870364,36.07612",N Bilar St 3900 3918
"24.871364,36.07612 24.871464,36.07712",N Polvo St 3700 3798
"24.873064,36.07712 24.871464,36.07712",N Blant St 3800 3898
"24.871364,36.07522 24.871364,36.07612",N Polvo St 3600 3698
"24.873164,36.07612 24.871364,36.07612",N Bilar St 3800 3898
"24.871364,36.07422 24.871364,36.07522",N Polvo St 3500 3598
"24.873064,36.07522 24.871364,36.07522",N Berlau St 3800 3898
"24.869764,36.07332 24.869764,36.07422",N Mikonou St 3400 3498
"24.871364,36.07422 24.869764,36.07422",N Barwyn St 3900 3998
"24.871264,36.07332 24.869764,36.07332",N Barabla St 3900 3998
"24.871264,36.07332 24.871364,36.07422",N Polvo St 3400 3498
"24.873064,36.07422 24.871364,36.07422",N Barwyn St 3800 3898
"24.871464,36.07242 24.871264,36.07332",N Polvo St 3250 3398
"24.872964,36.07332 24.871264,36.07332",N Barabla St 3800 3898
"24.872964,36.07242 24.871464,36.07242",N Bairn St 3800 3898
"24.871364,36.07052 24.871399,36.071185",N Polvo St 3100 3152
"24.873164,36.07612 24.873064,36.07712",N Estos St 3700 3798
"24.874764,36.07712 24.873064,36.07712",N Blant St 3700 3798
"24.873064,36.07522 24.873164,36.07612",N Estos St 3600 3698
"24.874664,36.07522 24.873064,36.07522",N Berlau St 3700 3798
"24.873064,36.07422 24.873064,36.07522",N Estos St 3500 3598
"24.875364,36.07712 24.874764,36.07712",N Blant St 3600 3698
"24.874664,36.07622 24.874764,36.07712",N Utmana St 3700 3798
"24.874664,36.07622 24.873164,36.07612",N Bilar St 3700 3798
"24.874664,36.07522 24.874664,36.07622",N Utmana St 3600 3698
"24.874664,36.07422 24.874664,36.07522",N Utmana St 3500 3598
"24.876164,36.07522 24.874664,36.07522",N Berlau St 3600 3698
"24.872964,36.07332 24.873064,36.07422",N Estos St 3400 3498
"24.874664,36.07422 24.873064,36.07422",N Barwyn St 3700 3798
"24.872964,36.07242 24.872964,36.07332",N Estos St 3300 3398
"24.874664,36.07332 24.872964,36.07332",N Barabla St 3700 3798
"24.874664,36.07242 24.872964,36.07242",N Bairn St 3700 3798
"24.874664,36.07332 24.874664,36.07422",N Utmana St 3400 3498
"24.876164,36.07422 24.874664,36.07422",N Barwyn St 3600 3698
"24.874664,36.07242 24.874664,36.07332",N Utmana St 3300 3398
"24.876164,36.07332 24.874664,36.07332",N Barabla St 3600 3698
"24.874584,36.072114 24.874664,36.07242",N Utmana St 3100 3198
"24.876264,36.07242 24.874664,36.07242",N Bairn St 3616 3698
"24.869964,36.07022 24.869964,36.07132",N Mikonou St 3100 3198
"24.871364,36.07052 24.869964,36.07022",N Averof St 3900 3924
"24.871386,36.069614 24.871364,36.07052",N Polvo St 3000 3098
"24.871364,36.06862 24.871386,36.069614",N Polvo St 2900 2998
"24.874664,36.06922 24.871386,36.069614",N Aveny St 3700 3898
"24.871464,36.06772 24.871364,36.06862",N Polvo St 2800 2898
"24.874764,36.06832 24.871364,36.06862",N Asiant St 3700 3898
"24.869869,36.066704 24.869857,36.067701",N Mikonou St 2700 2898
"24.869964,36.06572 24.869869,36.066704",N Mikonou St 2600 2698
"24.869964,36.06482 24.869964,36.06572",N Mikonou St 2500 2598
"24.871464,36.06772 24.869857,36.067701",N Artakis St 3900 3998
"24.871464,36.06672 24.871464,36.06772",N Polvo St 2700 2798
"24.874764,36.06732 24.87331,36.067496",N Artakis St 3700 3724
"24.871464,36.06672 24.869869,36.066704",N Arkadou St 3900 3998
"24.871488,36.065711 24.871464,36.06672",N Polvo St 2600 2698
"24.873164,36.06642 24.871464,36.06672",N Arkadou St 3800 3898
"24.871488,36.065711 24.869964,36.06572",N Arkadiou St 3900 3998
"24.873164,36.06552 24.871488,36.065711",N Arkadiou St 3800 3898
"24.871464,36.06482 24.871488,36.065711",N Polvo St 2500 2598
"24.874664,36.06922 24.874764,36.07022",N Utmana St 3000 3098
"24.874764,36.06832 24.874664,36.06922",N Utmana St 2900 2998
"24.873164,36.06642 24.873264,36.06712",N Estos St 2700 2780
"24.873164,36.06552 24.873164,36.06642",N Estos St 2600 2698
"24.874764,36.06642 24.873164,36.06642",N Arkadou St 3700 3798
"24.874684,36.065494 24.873164,36.06552",N Arkadiou St 3700 3798
"24.873264,36.06452 24.873164,36.06552",N Estos St 2500 2598
"24.874764,36.06732 24.874764,36.06832",N Utmana St 2800 2898
"24.876264,36.06832 24.874764,36.06832",N Asiant St 3600 3698
"24.874764,36.06642 24.874764,36.06732",N Utmana St 2700 2798
"24.876308,36.067321 24.874764,36.06732",N Artakis St 3600 3698
"24.874684,36.065494 24.874764,36.06642",N Utmana St 2600 2698
"24.876364,36.06642 24.874764,36.06642",N Arkadou St 3600 3698
"24.874697,36.064527 24.874684,36.065494",N Utmana St 2500 2598
"24.864164,36.06382 24.864164,36.06472",N Spetson St 2400 2498
"24.864164,36.06292 24.864164,36.06382",N Spetson St 2200 2398
"24.865664,36.06292 24.864164,36.06292",N Anntigonou St 4300 4398
"24.864064,36.06192 24.864164,36.06292",N Spetson St 2100 2198
"24.865664,36.06482 24.864164,36.06472",N Arbete St 4300 4398
"24.865664,36.06392 24.865664,36.06482",N Nia Ave 2400 2498
"24.867164,36.06482 24.865664,36.06482",N Arbete St 4200 4298
"24.865664,36.06392 24.864164,36.06382",N Antoniadou St 4300 4398
"24.865664,36.06292 24.865664,36.06392",N Nia Ave 2200 2398
"24.867138,36.063929 24.865664,36.06392",N Antoniadou St 4200 4298
"24.865664,36.06202 24.865664,36.06292",N Nia Ave 2100 2198
"24.867064,36.06292 24.865664,36.06292",N Anntigonou St 4200 4298
"24.865664,36.06202 24.864064,36.06192",N Androutsou St 4300 4398
"24.865664,36.06122 24.865664,36.06202",N Nia Ave 1900 2098
"24.867026,36.06203 24.865664,36.06202",N Androutsou St 4200 4298
"24.864064,36.06122 24.864064,36.06192",N Spetson St 1900 2098
"24.864064,36.06032 24.864064,36.06122",N Spetson St 1800 1898
"24.865664,36.06122 24.864064,36.06122",N Amfitris St 4300 4398
"24.864064,36.05942 24.864064,36.06032",N Spetson St 1600 1798
"24.865564,36.06032 24.864064,36.06032",N Alm St 4300 4398
"24.865564,36.05942 24.864064,36.05942",N Alexandrias St 4300 4398
"24.864064,36.05852 24.864064,36.05942",N Spetson St 1500 1598
"24.865564,36.06032 24.865664,36.06122",N Nia Ave 1800 1898
"24.867064,36.06122 24.865664,36.06122",N Amfitris St 4200 4298
"24.865564,36.05942 24.865564,36.06032",N Nia Ave 1600 1798
"24.867064,36.06032 24.865564,36.06032",N Alm St 4200 4298
"24.867064,36.05942 24.865564,36.05942",N Alexandrias St 4200 4298
"24.865564,36.05842 24.865564,36.05942",N Nia Ave 1500 1598
"24.867138,36.063929 24.867164,36.06482",N Tavla St 2400 2498
"24.868564,36.06482 24.867164,36.06482",N Arbete St 4100 4198
"24.867064,36.06292 24.867138,36.063929",N Tavla St 2200 2398
"24.86857,36.063929 24.867138,36.063929",N Antoniadou St 4100 4198
"24.868564,36.06292 24.867064,36.06292",N Anntigonou St 4100 4198
"24.867026,36.06203 24.867064,36.06292",N Tavla St 2100 2198
"24.86857,36.063929 24.868564,36.06482",N Oddisseos St 2400 2498
"24.869964,36.06482 24.868564,36.06482",N Arbete St 4000 4098
"24.868564,36.06292 24.86857,36.063929",N Oddisseos St 2200 2398
"24.868528,36.06203 24.868564,36.06292",N Oddisseos St 2100 2198
"24.870064,36.06292 24.868564,36.06292",N Anntigonou St 4000 4098
"24.867064,36.06122 24.867026,36.06203",N Tavla St 1900 2098
"24.867064,36.06032 24.867064,36.06122",N Tavla St 1800 1898
"24.868564,36.06122 24.867064,36.06122",N Amfitris St 4100 4198
"24.867064,36.05942 24.867064,36.06032",N Tavla St 1600 1798
"24.868555,36.060325 24.867064,36.06032",N Alm St 4100 4198
"24.868564,36.05942 24.867064,36.05942",N Alexandrias St 4100 4198
"24.867064,36.05842 24.867064,36.05942",N Tavla St 1500 1598
"24.868528,36.06203 24.867026,36.06203",N Androutsou St 4100 4198
"24.868564,36.06122 24.868528,36.06203",N Oddisseos St 1900 2098
"24.869975,36.061999 24.868528,36.06203",N Androutsou St 4000 4098
"24.868555,36.060325 24.868564,36.06122",N Oddisseos St 1800 1898
"24.869964,36.06122 24.868564,36.06122",N Amfitris St 4000 4098
"24.868564,36.05942 24.868555,36.060325",N Oddisseos St 1600 1798
"24.869966,36.060331 24.868555,36.060325",N Alm St 4000 4098
"24.868572,36.05844 24.868564,36.05942",N Oddisseos St 1500 1598
"24.869964,36.05942 24.868564,36.05942",N Alexandrias St 4000 4098
"24.864064,36.05762 24.864064,36.05852",N Spetson St 1400 1498
"24.865564,36.05842 24.864064,36.05852",N Alamanas St 4300 4398
